date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month,ber_rating,bedrooms,bathrooms,floor_area
24/03/2026,"1 APPLEWOOD CLOSE, APPLEWOOD, SWORDS",Dublin,K67E681,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"1 BROOKWAY, TIVOLI RD, CLONMEL",Tipperary,E91RF68,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"1 Harpur Walk, Harpur Lane, Leixlip",Kildare,,"€471,365.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"10 PARKLANDS SUMMERHILL, ENNISCORTHY, WEXFORD",Wexford,Y21A6C8,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"11 AUSTIN FRIARS ST, MULLINGAR, CO. WESTMEATH",Westmeath,,"€45,653.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"11 THE INCHES, WOODLAWN, KILLARNEY",Kerry,,"€471,365.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"113 ASHILL MANOR, KILMALLOCK, CO LIMERICK",Limerick,V35R678,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"12 AN GOIRTIN, CUL ARD, CARRIGTWOHILL",Cork,T45DW64,"€382,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"12 AUSTIN FRIARS ST, MULLINGAR, WESTMEATH",Westmeath,N91Y6P2,"€293,347.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"12 Bayly Way, Bayly, Douglas",Cork,,"€550,660.79",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"12 HILLSIDE PARK, RATHFARNHAM, DUBLIN 16",Dublin,D16V8C0,"€730,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"12 Juniper, Sandwood, Portlaoise",Laois,,"€440,527.75",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"13 NEWLANDS MANOR FAIRWAYS, CLONDALKIN, DUBLIN 22",Dublin,D22A4V2,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"13 OGROWNEY CLOSE, ATHBOY, MEATH",Meath,C15V8Y7,"€117,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"14 CORISH PARK, WEXFORD, WEXFORD",Wexford,Y35K7X6,"€170,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"14 THE BRAMBLES, BALLINAKILL DOWNS, DUNMORE RD",Waterford,X91Y48N,"€606,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"14 WOODSTOWN HEIGHTS, KNOCKLYON, DUBLIN 16",Dublin,D16PP76,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"15 GLEANN NA GCAOR, MONAGEAR, ENNISCORTHY",Wexford,Y21VW24,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"15 GULBAR RD, MAUDLINTOWN, COUNTY WEXFORD",Wexford,Y35E3W7,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"15 MELBOURN RD, BISHOPSTOWN, CORK",Cork,T12X70F,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"197 OLDTOWN WOODS, CELBRIDGE, KILDARE",Kildare,W23VCK5,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"2 CASTLE LANE, DERRIN, BORRIS IN OSSORY",Laois,R32N2H2,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"21 COIS FARRAIGE, BLACKROCK, LOUTH",Louth,A91TY7X,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"22 HAZELGROVE, BLESSINGTON RD, TALLAGHT DUBLIN 24",Dublin,D24P6X0,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"22 Woodstown Parade, Dublin 16",Dublin,D16X803,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"222 CLONTARF ROAD, CLONTARF, DUBLIN 2",Dublin,D03Y5R5,"€1,125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"23 BRIARSCOURT, SHANAKIEL, CORK CITY",Cork,T23E2R9,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"23 THE GALLERY, TURVEY WALK, DONABATE",Dublin,K36KC84,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"23, VERDEMONT, BLANCHARDSTOWN",Dublin,D15WA09,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"25 CLONCOLLIG, TULLAMORE, OFFALY",Offaly,R35KD30,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"26 GRAND CANAL COURT, TULLAMORE, OFFALY",Offaly,R35Y4A6,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"262 ARD MAC, BALLYBOFEY, CARRON",Donegal,F93NCX6,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"28 Bellingham Green, Park Road, Rush",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"28 Mariners View, Mariners Point, Wicklow Town",Wicklow,,"€572,687.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"3 AVONDALE AVE, PHIBSBOROUGH, DUBLIN 7",Dublin,D07HH33,"€501,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"3 THE GRAIN YARD, THE MALTINGS, SOUTH QUAY",Cork,P25P923,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"3 THE OLD MILL, VIRGINIA, CAVAN",Cavan,A82A971,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"30 OLD FOREST RYLAND UPPER, BUNCLODY, WEXFORD",Wexford,Y21E392,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"30 ROSE LAWN, JANEVILLE, CORK ROAD",Cork,P43H226,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"34 Beaulieu Banks, Termonfeckin Road, Drogheda",Louth,,"€361,233.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"34 PINEHURST, NAVAN ROAD, DUBLIN 7",Dublin,D07Y1K8,"€506,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"36 Garraí An Choill, Oranhill, Oranmore",Galway,,"€374,449.33",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"37 Redford Avenue, Aderrig, Adamstown",Dublin,,"€440,529.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"39 DONS COURT, BISHOPSTOWN, CORK",Cork,T12HPR4,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"4 CLUAIN MHUIRE, BUNCRANA",Donegal,,"€162,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"4 Pinehurst, Monestary Road, Enniskerry",Wicklow,A98X9N3,"€1,506,607.92",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"40 Church Hill, Bunratty",Clare,,"€379,207.05",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"42 CLUAIN AOIBHINN COURT, SWELLAN LOWER, CAVAN",Cavan,H12HX78,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"47 GORT NA RI, GORT, GALWAY",Galway,H91C8X0,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"5 BAYSIDE COURT, ROSSLARE STRAND, ROSSLARE",Wexford,Y35R884,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"52 AYLMER PARK, NAAS, CO KILDARE",Kildare,W91W5EV,"€522,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"58 MARLEY VIEW, BALLINTEER AVE, DUBLIN 16",Dublin,D16F990,"€507,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"59 Aldborough Manor, Baltinglass, Wicklow",Wicklow,,"€317,181.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"6 GLEANN ARAS VIEW, GRENAGH, CORK",Cork,T23XY52,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"60 Vicars Glebe, Coachford, Co. Cork",Cork,,"€392,071.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"65 COLLEGE PARK, TERENURE, DUBLIN 6W",Dublin,D6WK066,"€910,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"65 Danesfort, Ballincrokig, Whites Cross",Cork,,"€343,612.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"7 COIS ABHAINN, KILLEAGH, CO CORK",Cork,P36NY97,"€359,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"70 Coach Way, Coach, Ashbourne",Meath,,"€275,229.35",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"71 Coach Way, Coach, Ashbourne",Meath,,"€275,229.35",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"72 Coach Way, Coach, Ashbourne",Meath,,"€275,229.35",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"74 Drayton, Raynoldstown Village, Dundalk",Louth,,"€409,691.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"76 ROSEWOOD GROVE, LUCAN, DUBLIN",Dublin,K78X504,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"83 Ras An Mhuilinn, Gurteenroe, Macroom",Cork,,"€351,541.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"9 CLUAIN ALAINN, DONAGHMOYNE ROAD, CARRICKMACROSS",Monaghan,A81FY02,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"9 Mason Cross Way, Newcastle",Dublin,,"€500,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"91 Tobar Shéamais, Letteragh Road, Rahoon",Galway,,"€334,801.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"APT 15 THE WHARF, THE DELL, LAHINCH",Clare,V95CH27,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"Apt 18  The Pines, Beckett Woods, Brighton Road",Dublin,,"€647,577.08",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"APT 34, GRANGE HOUSE, TAYLORS HILL DUBLIN 16",Dublin,D16FK09,"€396,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"APT 80 RIDGE HALL, SHANGANNAH RD, BALLYBRACK VILLAGE",Dublin,A96CD78,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"Apt. 11 Ross House, Montpelier Avenue, Dublin 7",Dublin,,"€370,044.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"BALLYWAIRY, GLENMORE, CO KILKENNY",Kilkenny,X91K03C,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"BARRACK STREET, CHARLESTOWN, CO. MAYO",Mayo,F12W227,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"CALLATRIM, BANDON, CORK",Cork,P72VE24,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"CORRAHOOR, KILTIMAGH, CO MAYO",Mayo,F12X335,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"CURRANBEND, BALLINACURRAN, MIDLETON",Cork,P25W254,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"DONAMAN, CROOM, CO. LIMERICK",Limerick,V35F728,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"DOOGHMAKEON, LOUISBURGH, CO. MAYO",Mayo,F28WD89,"€377,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"FLAT 1, 6 GROVE PARK, RATHMINES",Dublin,D06RC81,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"GARRYSPILLANE, KILMALLOCK, LIMERICK",Limerick,V35VH76,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"GLENS NORTH, DINGLE, KERRY",Kerry,V92VK33,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"GOLF LINKS RD, ROSCOMMON, ROSCOMMON",Roscommon,F42YK31,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"HILL HOUSE, GARBALLY, BIRR",Offaly,R42W017,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"KEAMAGARAGH LODGE, CALLATRIM, BANDON",Cork,P72T029,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"KILBEGNET, CASTLETOWN, CO WEXFORD",Wexford,Y25W9Y1,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"KILMACTIGUE, ACLARE, SLIGO",Sligo,F91R5Y0,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"LISSANISKA, KILMORNA, LISTOWEL",Kerry,V31DT63,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"MAYNEEN AGHAGOWER, WESTPORT, MAYO",Mayo,F28E786,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"MCMORROW, MAIN STREET, CROSSMOLINA",Mayo,A123456,"€72,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"NO 8 CLERMONT COTTAGES, SOUTH DOUGLAS ROAD, CORK",Cork,T12V20N,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"ROCKWOOD HOUSE, GORTNAGROUGH, BALLYDEHOB CORK",Cork,P81KR04,"€478,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"ROSE COTTAGE, BALLINAGAM, BALLYGARRETT GOREY",Wexford,Y25EE04,"€294,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"SOUBIROUS, LOWER GLENAGEARY RD, GLENAGEARY",Dublin,A96T8K5,"€851,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"TRISTERNAGH, CLONEA LOWER, DUNGARVAN",Waterford,X35NH76,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"TULLYCARAGH, CASTLEBLAYNEY, MONAGHAN",Monaghan,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"WESTQUATER, INISHBOFIN, CO. GALWAY",Galway,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
24/03/2026,"WHITESTREAM, BONNICONLON, BALLINA",Mayo,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"1 LEOPARDSTOWN RISE, LEOPARDSTOWN RD, FOXROCK DUBLIN 18",Dublin,D18E034,"€1,255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"10 Sunrise Meadow, Killea, Dunmore East",Waterford,,"€339,207.05",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"10 TIVOLI CLOSE, DUN LAOGHAIRE, DUBLIN",Dublin,A96E339,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"103 BALLINTYRE MEADOWS, BALLINTYRE HALL, BALLINTEER AVE DUBLIN 16",Dublin,D16WP66,"€506,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"11 BEECHWOOD, GRANARD, CO. LONGFORD",Longford,N39KX22,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"11 EARLSWELL, TOBAR AN IARLA, WATERFALL",Cork,T12T6DF,"€1,150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"11 MOREHAMPTON SQ, DUBLIN 4, DUBLIN",Dublin,D04T324,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"110 CARRIGWOOD, BALLYCULLEN DR, FIRHOUSE DUBLIN 24",Dublin,D24HR4R,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"12 CARRIG HILL DR, PORTMARNOCK, DUBLIN",Dublin,D13PT89,"€645,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"12 Church Fields Glen, Church Fields East",Dublin,,"€378,854.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"12 GLENLARA PARK, WESTPORT, MAYO",Mayo,F28WE06,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"126 Newtown Meadows, Castletroy",Limerick,,"€460,000.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"13 CORR A BHILE, KILLARGHE, DROMAHAIR",Leitrim,F91X7T8,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"13 GRATTANS HILL, GLANMIRE RD LOWER, CORK",Cork,T23X3R2,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"13 NEW PARK GARDENS, BALLYNALLY, MOVILLE",Donegal,F93Y2C9,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"13 PHIBBLESTOWN HOUSE, ONGAR, CLONSILLA",Dublin,D15HY90,"€327,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"14 BEALING AVE, BEALING VILLAGE, TYRRELSTOWN DUBLIN 15",Dublin,D15K5N9,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"142 CAPPAGH RD, FINGLAS WEST, DUBLIN 11",Dublin,D11C9F9,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"148 HARDMANS GARDENS, LOURDES SQ, DROGHEDA",Louth,A92D63V,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"15 ABBEYVIEW, CROSSMOLINA, MAYO",Mayo,F26CA49,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"15 CHEIFTANS LODGE, CHEIFTAINS WAY, BALBRIGGAN",Dublin,K32VF43,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"15 THE VALE, COLLEGE FARM, NEWBRIDGE",Kildare,W12DH29,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"16 CROSSTREES, MAIN STREET, HOWTH",Dublin,D13XD89,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"17 The Pines, Beckett Woods, Foxrock",Dublin,,"€625,550.45",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"18 Church Fields Glen, Church Fields East",Dublin,,"€436,123.35",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"18 MARINE VIEW, ATHLONE, CO WESTMEATH",Westmeath,N37YD23,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"19 Ushers Mill, Drogheda",Louth,,"€387,600.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"197 Cois Farraige, Blackrock, Dundalk",Louth,,"€255,506.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"199 BEECHGROVE LAWNS, MONAGHAN, MONAGHAN",Monaghan,H18C623,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"2 BALLYMAKENNY VIEW, BALLYMAKENNY ROAD",Louth,A92Y5DE,"€409,647.57",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"2 DOIRE FEA, CLONATTIN, GOREY",Wexford,Y25VW62,"€449,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"20 TYMON GROVE, TALLAGHT, DUBLIN 24",Dublin,D24W72N,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"21 BOTHAR AN CORRAN, BALLYMOTE, CO SLIGO",Sligo,F56R266,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"21 CHAPEL ST, ATHLONE, WESTMEATH",Westmeath,N37Y1F3,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"22 HUNTERS HALL, HUNTERSWOOD, FIRHOUSE DUBLIN 24",Dublin,D24H002,"€215,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"22 LISSENFIELD, RATHMINES RD LOWER, DUBLIN 6",Dublin,D06DE15,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"22 SEAMAN DR, RIVERSIDE, TUAM RD",Galway,H91T28N,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"23 BRUACH TAILTE, NENAGH, TIPPERARY",Tipperary,E45EP44,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"23 MCDERMOTT TERRACE, MANORHAMILTON, LEITRIM",Leitrim,F91VY05,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"23 STONEHALL, CLONBEALY, NEWPORT",Tipperary,V94YY5P,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"24 MANORFIELDS AVENUE, CLONEE, DUBLIN 15",Dublin,D15W2K7,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"25 CRUISE PARK DR, TYRRLESTOWN, DUBLIN",Dublin,D15XY59,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"27 KILLEGLAND HOUSE, KILLEGLAND ST, ASHBOURNE",Meath,A84YR62,"€281,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"27 MILL PARK, OLD NANGOR RD, CLONDALKIN DUBLIN 22",Dublin,D22TH56,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"27 SUMMERHILL, NENAGH, TIPPERARY",Tipperary,E45YR62,"€183,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"28 ORCHARDSTOWN AVE, RATHFARNHAM, DUBLIN 14",Dublin,D14ED77,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"29 TAMARISK HEIGHTS, KILNAMANAGH, DUBLIN 24",Dublin,D24DPW7,"€505,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"2B ROSEVILLE COURT, HENRY RD, NEWBRIDGE",Kildare,W12DH56,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"3 Harpur Walk, Harpur Lane, Leixlip",Kildare,,"€471,365.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"30 ALDERWAY, ALDERWOOD, NEWTOWNMOUNTKENNEDY",Wicklow,,"€511,013.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"31 BALLYMACAULA VIEW, CAHERCALLA, ENNIS",Clare,V95XRN0,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"34 Fern's Walk, Fernsbridge, Monasterevin",Kildare,,"€387,665.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"34 GARRAI AN CHOILL, ORANHILL, ORANMORE",Galway,,"€374,449.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"36 GLENBROOK, BALLYROAN, CO. LAOIS",Laois,R32D2F2,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"37 WOODVALE, KINGSCOURT RD, CARRICKMACROSS",Monaghan,A81V409,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"38 The Court, Pairc Na Manach, Newbridge",Kildare,,"€418,502.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"3B WOODLANDS, BALLINLOUGH RD, CASTLEREA",Roscommon,F45PW88,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"4 ANNVILLE, BALLINLOUGH ROAD, CORK",Cork,T12RX82,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"4 Errina Locke, Oireannach Estate, Clonlara",Clare,,"€502,203.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"4 GREENORE PARK, ROSSLARE HARBOUR, WEXFORD",Wexford,Y35A2T2,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"4 TALBOT HALL, APPLEWOOD VILLAGE, SWORDS",Dublin,K67R529,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"40 KENYON STREET, NENAGH, CO TIPPERARY",Tipperary,E45W838,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"43 BEECHTREE PLACE, CURRAGH FARM, BALLYMANY",Kildare,,"€440,528.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"43 Church Fields Avenue, Church Fields East",Dublin,,"€436,123.35",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
25/03/2026,"44 LIOS ANAMA SIXMILEBRIDGE, SIXMILEBRIDGE, CLARE",Clare,V95H042,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
